codigo,informalidad_2005
50350,96.599365234375
50370,88.81431579589844
50400,96.44061279296875
50450,94.57142639160156
50568,92.89324188232422
50573,89.69612884521484
50577,98.20051574707031
50590,97.85932922363281
50606,82.38580322265625
50680,78.88819122314453
50683,92.50416564941406
50686,89.50749206542969
50689,91.31643676757812
50711,96.29138946533203
52001,77.36985778808594
52019,98.10653686523438
52022,93.96739196777344
52036,94.15142059326172
52051,92.41917419433594
52079,95.22014617919922
52083,94.57249450683594
52110,96.24272918701172
52203,95.47429656982422
52207,96.98088073730469
52210,94.0013198852539
52215,98.02577209472656
52224,97.51873016357422
52227,97.14724731445312
52233,97.56855010986328
52240,91.89189147949219
52250,99.63414764404297
52254,96.32196044921875
52256,98.68887329101562
52258,98.180419921875
52260,94.97530364990234
52287,98.79414367675781
52317,96.99385070800781
52320,95.718505859375
52323,99.26470947265625
52352,95.8739013671875
52354,94.3482666015625
52356,93.20769500732422
52378,88.19403839111328
52381,98.03486633300781
52385,95.15996551513672
52390,96.40364837646484
52399,93.63125610351562
52405,96.62162017822266
52411,97.92122650146484
52418,96.59831237792969
52427,98.99021911621094
52435,96.48121643066406
52473,97.8221435546875
52480,95.20816802978516
52490,97.16139221191406
52506,98.8560562133789
52520,94.85379791259766
52540,96.8373031616211
52560,99.1961441040039
52565,98.19004821777344
52573,95.5766830444336
52585,91.29268646240234
52612,95.29085540771484
52621,98.99591827392578
52678,96.10088348388672
52683,94.70977020263672
52685,98.2698974609375
52687,97.01322174072266
52693,94.41494750976562
52694,97.80947875976562
52696,96.46401977539062
52699,97.15929412841797
52720,96.7076187133789
52786,97.9854507446289
52788,96.77093505859375
52835,91.48857879638672
52838,92.33786010742188
52885,95.03443145751953
54001,86.80187225341797
54003,97.92141723632812
54051,93.88288116455078
54099,93.38666534423828
54109,97.0
54125,95.9459457397461
54128,95.54656219482422
54172,83.99787139892578
54174,92.82328796386719
54206,96.77891540527344
54223,92.92355346679688
54239,92.84681701660156
54245,96.07050323486328
54250,98.5518569946289
54261,95.20105743408203
54313,91.38038635253906
54344,96.36907196044922
54347,94.8019790649414
54377,95.0450439453125
54385,98.2242660522461
54398,95.6910171508789
54405,77.34623718261719
54418,94.11196899414062
54480,95.13888549804688
54498,90.06404113769531
54518,82.25424194335938
54520,95.59505462646484
54553,99.47552490234375
54599,96.35258483886719
54660,92.99720001220703
54670,98.5107192993164
54673,89.652099609375
54680,89.19239807128906
54720,95.80072784423828
54743,97.60609436035156
54800,98.51695251464844
54810,96.12972259521484
54820,91.34379577636719
54871,94.87394714355469
54874,89.0551528930664
63001,71.0927734375
63111,90.25543975830078
63130,78.64459991455078
63190,80.93229675292969
63212,89.4934310913086
63272,89.20010375976562
63302,92.08633422851562
63401,87.51359558105469
63470,90.72801208496094
63548,89.4945068359375
63594,87.08988189697266
63690,83.41551208496094
66001,65.47389221191406
66045,90.93406677246094
66075,88.44696807861328
66088,93.2938461303711
66170,67.80130004882812
66318,92.28202056884766
66383,92.17642974853516
66400,78.20681762695312
66440,92.10260772705078
66456,93.1715087890625
