codigo,anno,MERF_resultados_repro
15380,2011,82.91574501073302
15455,2011,79.51601701710028
15494,2011,92.72780157168884
15500,2011,85.34363108571796
15511,2011,87.25372259474874
15516,2011,67.09704770782
15522,2011,84.40921622784404
15531,2011,89.00009292264454
15537,2011,61.28149206608484
15572,2011,75.88547732266075
15580,2011,86.74831641211641
15599,2011,83.99386820252377
15600,2011,84.51228079061964
15759,2011,63.27467021358599
15763,2011,87.29244559118523
15790,2011,69.0343984408509
15806,2011,74.86894051485227
15808,2011,94.70995511881728
15814,2011,79.09841846169358
15816,2011,89.6516574847807
15832,2011,95.24730666124206
15837,2011,73.46398128037303
15839,2011,94.13811874106754
15861,2011,88.4135365948116
15897,2011,93.71358548632155
17001,2011,50.536234476138716
17013,2011,87.23767799585139
17042,2011,87.03831354318615
17174,2011,75.74034414251835
17272,2011,83.22846546539724
17380,2011,72.77996104081626
17433,2011,83.92887913890479
17446,2011,93.26080136762609
17513,2011,78.52762450786265
17541,2011,84.42608821795284
17614,2011,70.36379341653513
17616,2011,89.78860755521174
17665,2011,86.51995902481853
17777,2011,77.51964633578362
17873,2011,55.05068771345665
18001,2011,78.65319383271299
18150,2011,91.7038030311931
18205,2011,93.56674419168935
18247,2011,91.17121905581105
18256,2011,91.38829157845299
18410,2011,92.92692251472847
18460,2011,91.45368957286911
18592,2011,88.47940562168891
18610,2011,89.18894712257541
18753,2011,91.53629188449963
19001,2011,67.35218567357674
19100,2011,93.64070651660866
19110,2011,91.55257272767992
19130,2011,90.63495085936371
19142,2011,64.85881748092926
19212,2011,80.26609424107745
19256,2011,91.28779069236735
19290,2011,95.46730756985308
19318,2011,88.00367354706202
19355,2011,92.9858599383374
19364,2011,80.5843698646682
19397,2011,89.31993332710347
19450,2011,94.39744030057273
19473,2011,92.54116358062477
19532,2011,89.35862992889626
19548,2011,92.3360341869641
19573,2011,55.011983395058714
19622,2011,94.14890629030748
19698,2011,69.37196348855639
19743,2011,89.09083675521163
19760,2011,91.93256044958083
19821,2011,91.71025618078095
19824,2011,95.98271239924948
19845,2011,64.43214776407605
20001,2011,77.5594735760277
20011,2011,84.73016001666385
20013,2011,84.41175799898261
20045,2011,81.30126189914863
20060,2011,89.30497099151967
20175,2011,89.81448476779825
20517,2011,91.46202411163199
